title,description,value
Portal de Cotação de combustível de postos e avaliações,"Preciso desenvolver um portal, como se fosse um ""mapa"" de postos de combustível no brasil, onde o usuário consiga encontrar o mais próximo por distancia ou por algumas considerações em pesquisas, como por exemplo, o mais próximo que tenha loja conveniência, e assim por diante. E também o usuário do... Ver mais detalhes  app, poder avaliar os postos, atendimento, limpeza, entre outros.Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Criar um novo site personalizadoIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Mídias sociais (Facebook, Twitter, etc), Payment Processor (Paypal, Stripe, etc)Funções necessárias: Desenvolvedor, Designer, Gerente de projetos, Analista de negócios colapsar",R$ 2.700 - 5.000
Teleorientação,"Plataforma de teleatendimento para meus pacientes em minha clínica. Para facilitar a atendimento de pacientes por aplicativo de pelo sistema Web .Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um... Ver mais detalhes  projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Mídias sociais (Facebook, Twitter, etc), Payment Processor (Paypal, Stripe, etc)Funções necessárias: Designer, Desenvolvedor colapsar",R$ 1.400 - 2.700
Um aplicativo para usar no município,"Estou com aplicativo pronto, já coloquei no google play mas estou tendo dificuldade em colocar no App Store, preciso de orçamento de programadores que posso resolver isto.Categoria: TI e ProgramaçãoSubcategoria: Programação de Apps para Android, iOS e outrosQual é o alcance do projeto?: Bug ou... Ver mais detalhes  alteração pequenaIsso é um projeto ou uma posição de trabalho?: Um projetoDisponibilidade requerida: Conforme necessárioPlataformas exigidas: iPhone, Android colapsar",R$ 1.400 - 2.700
Tiny erp,"Preciso de uma pessoa com experiência em Tiny erp
Para treinamento de todas as funcionalidades é configurações que o sistema trás.Categoria: TI e ProgramaçãoSubcategoria: OutrosTamanho do projeto: PequeñoIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Não se aplica... Ver mais detalhes Disponibilidade requerida: Conforme necessárioIntegrações de API: Outros (Outras APIs) colapsar",R$ 270 - 500
Market Place para confecções,"Gostaria de desenvolver um market place voltado para fabricantes de roupas, onde terá integração com seus estoques e nós vamos fazer o processo de prospecção e gestão comercial por eles, recebendo um comissão pelo valor vendido. Pensamos em usar o Woocommerce, Dokan ou outra ferramenta que achar... Ver mais detalhes  viável. Quanto orçamento não tenho estimativa de custo, estamos aberto a negociação.Categoria: TI e ProgramaçãoSubcategoria: Lojas Virtuais (e-commerce) colapsar",R$ 500 - 1.400
"Land Page, Pagina de captura","Site com página Web com objetivo de captura de leads, site precisa conter imagem profissional e ser atualizavel de forma autonoma.Categoria: TI e ProgramaçãoSubcategoria: Web DesignQual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho,... Ver mais detalhes  atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Mídias sociais (Facebook, Twitter, etc)Necesidad específica: Criar um site em Wordpress colapsar",R$ 500 - 1.400
Instalar Plataforma de rastreamento veicular,"Tenho uma Plataforma Instalada ne um servidor VPS essa Plataforma utiliza o traccar como backend
preciso que a instale em outro servidor VPS tenho todos os arquivos necessarios.Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Criar um novo site personalizadoIsso é... Ver mais detalhes  um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Não se aplicaDisponibilidade requerida: Conforme necessárioExperiência nesse tipo de projeto: Sim (Eu já gerenciei esse tipo de projeto)Integrações de API: Outros (Outras APIs)Funções necessárias: Outro colapsar",Menos de R$ 270
Desenvolver um gerador de roteiro,"Quero desenvolver um gerador de roteiros aleatório, dividido em partes, começo , meio e fim. Cada parte vai consta inúmeras estrofes, onde o programa mas gerar as partes aleatórias para formar roteiros diferente.Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Bug... Ver mais detalhes  ou alteração pequenaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioFunções necessárias: Desenvolvedor colapsar",R$ 500 - 1.400
Ajuda com Desenvolvimento Xaf Devexpress - Mentoria,"Olá, estou trabalhando no desenvolvimento de uma aplicação com XAF Devexpress, mas estou com algumas dúvidas avançadas de programação nesse framework.
Também tenho dúvidas sobre integrar com outras tecnologias. 
Assim, gostaria de pagar por mentoria para me ajudar com as configurações e programação... Ver mais detalhes  avançada nessa ferramenta. 
Podemos discutir os valores, horários, etc.
Importante é que você tenha experiência e projetos já realizados com XAF.  
I´m working with Xaf Devexpress but need help in some advanced settings and configurations.
Also need help to integrate xaf within wordpress or other CMS or a Website. 
It would be like a mentoring.Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Bug ou alteração pequenaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessárioIntegrações de API: Outros (Outras APIs)Funções necessárias: Desenvolvedor colapsar",R$ 500 - 1.400
App contas a receber,"Procuro desenvolvedor de app para finalizar um projeto em andamento de um app contas a receber. Cadastro de clientes e de usuarios ja prontos. Projeto sendo desenvolvido em JAVA/Android StudioCategoria: TI e ProgramaçãoSubcategoria: Programação de Apps para Android, iOS e outrosQual é o alcance do... Ver mais detalhes  projeto?: Bug ou alteração pequenaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessárioPlataformas exigidas: AndroidEu preciso: Eu preciso modificar um app existenteTipo de aplicativo: Gerenciamento - Aplicativo para gerenciamento (turnos, estoque de mercadoria,etc)Precisa de back-end: SimGateway de pagamento: Não colapsar",R$ 1.400 - 2.700
Personalização  de tema na plataforma Tray,"Preciso de uma personalização  de um tema na plataforma  tray commerce.
 Será um ecomerce de moda jeans com layout  sofisticado moderno e otimizado. 
Preciso de uma personalização focada na quebra de objeçãoCategoria: TI e ProgramaçãoSubcategoria: Lojas Virtuais (e-commerce)",R$ 270 - 500
Criação de Rede Social,"Preciso de uma rede social que tem os recursos do sexlog e mais alguns outros, que explicarei melhor no contato.
> Tem de ter também aplicativos para Android e iOS.Categoria: TI e ProgramaçãoSubcategoria: Programação de Apps para Android, iOS e outrosQual é o alcance do projeto?: Alteração média... Ver mais detalhes Isso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessárioPlataformas exigidas: Android, iPhoneEu preciso: Criar um appTipo de aplicativo: Mídias sociaisPrecisa de back-end: SimGateway de pagamento: Sim colapsar",R$ 2.700 - 5.000
Contabilidade online,"Realizar a confecção de uma site integrado com sistema de contabilidade online onde o próprio cliente pode realizar o preenchimento das informaçõesCategoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um... Ver mais detalhes  projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Cloud Storage (Dropbox, Google Drive, etc), Outros (Outras APIs)Funções necessárias: Designer, Desenvolvedor, Fazer o design de uma landing page colapsar",R$ 1.400 - 2.700
Adequação de layout de site em wordpress,"Preciso melhorar o design do meu site, o noticiasdepenha.com que usa o tema newspaper TAGDiv e preciso configurar também o layout para ficar com mais cara de site de jornalismo.Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma... Ver mais detalhes  posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Mídias sociais (Facebook, Twitter, etc)Funções necessárias: Designer, Desenvolvedor colapsar",R$ 1.400 - 2.700
"App, para delivery similar ao Ifood porém em outro nicho","App, para delivery similar ao Ifood porém em outro nicho, com 4 interfaces. Bem similar ao Uber eats ifood e outros app de entregaCategoria: TI e ProgramaçãoSubcategoria: Programação de Apps para Android, iOS e outrosQual é o alcance do projeto?: Criar um novo aplicativoIsso é um projeto ou uma... Ver mais detalhes  posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioPlataformas exigidas: Android, iPhoneEu preciso: Criar um appTipo de aplicativo: Loja onlineApps similares: OutroPrecisa de back-end: NãoGateway de pagamento: Sim colapsar",R$ 5.000 - 16.000
Design for social ordering and vendor  listing,"I need a developer to do the development  base on our company wire frame. From UX , plug in fb , web development , ordering , vendor listing. The application mainly need a back end algorithm to let user ordering sort by location , price by product quantity , product category , ordering time in... Ver mais detalhes  order to form a group purchase to the vendor by certain location and order quantity .
Vendor as long need a back end panel to set their price by quantity , and price by location in order for system to do the matching. The idea of social ordering platform to let the same community to have a easier selling platform between  each otherCategoria: TI e ProgramaçãoSubcategoria: Lojas Virtuais (e-commerce)Qual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Mídias sociais (Facebook, Twitter, etc), Payment Processor (Paypal, Stripe, etc), Outros (Outras APIs)Funções necessárias: Designer, Desenvolvedor, Fazer o design de uma landing page colapsar",R$ 5.000 - 16.000
Atualizar minha logomarca e criar vinheta da minha marca,"Sou empreendedor digital e gostaria de atualizar o design de minha marca deixando mais atraente e também fazer uma vinheta única e original para minhas redes sociais principalmente para o YouTubeCategoria: TI e ProgramaçãoSubcategoria: OutrosTamanho do projeto: MédioIsso é um projeto ou uma posição... Ver mais detalhes  de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Mídias sociais (Facebook, Twitter, etc) colapsar",R$ 500 - 1.400
Programação de aplicativo de mobilidade,"Estou desenvolvendo uma solução de mobilidade para um mercado específico. Já validei a ideia e agora preciso partir para o MVP. A ideia nesse momento é ter um app com o mínimo das funcionalidades que estamos criando, para que os early adopters possam testar a solução, e possamos testar... Ver mais detalhes  definitivamente a solução. 
Passada essa fase, partiríamos para o desenvolvimento completo do aplicativo. Caso já tenham o aplicativo desenvolvido (clone), poderíamos apenas personalizá-lo.Categoria: TI e ProgramaçãoSubcategoria: Programação de Apps para Android, iOS e outrosQual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessárioPlataformas exigidas: Android, iPhoneEu preciso: Criar um appTipo de aplicativo: Utilidade - Aplicativo para utilidade (flash,calculadora,etc)Precisa de back-end: SimGateway de pagamento: Sim colapsar",R$ 2.700 - 5.000
Site/blog voltado para mulheres,"um site voltado a publico feminino, com temas em areas especificas da vida da mulher, como relacionamentos, saude, familia, casamento, filhos, espiritualidade, profissão,Categoria: TI e ProgramaçãoSubcategoria: WordpressQual é o alcance do projeto?: Desenvolvimento personalizadoIsso é um projeto ou... Ver mais detalhes  uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Mídias sociais (Facebook, Twitter, etc) colapsar",R$ 1.400 - 2.700
Site de Divulgação de Vendas,"Preciso desenvolver um site de cadastro de vendedores, onde eles irão cadastrar seu site, seu logotipo, seus dados de contato.
Na página inicial será exibida uma lista dos principais vendedores (leilões) onde o usuário poderá escolher qual deles quer participar.
Ao clicar, o usuário será... Ver mais detalhes  direcionado para o site do leiloeiro no endereço cadastrado na tela de cadastro.   
Exemplo de layout. https://www.demoapus-wp1.com/findus/home-3/ 
Há algumas regras de exibição que o site principal deverá verificar antes de exibir o anúncio do leilão cadastrado pelo leiloeiro, tais como data de fim do anúncio. 
O Site terá uma pagina para cadastro,  enviará e-mails de confirmação/autenticação para validar o usuário, terá uma tela onde o usuário administrador irá aprovar o pedido e só aí ficará liberado para anunciar (outra tela de cadastro ou a mesma com campos complementares). 
Estou a disposição para Duvidas.
Obrigado. 
AugustoCategoria: TI e ProgramaçãoSubcategoria: Lojas Virtuais (e-commerce)Qual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Cloud Storage (Dropbox, Google Drive, etc)Funções necessárias: Designer, Desenvolvedor colapsar",R$ 1.400 - 2.700
Pl de minecraft,"Criação de pl
Criação de plugin para minecraft para meu servidor de minecraft, E preciso que crie uns plugins para meu servidor avançar.Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Bug ou alteração pequenaIsso é um projeto ou uma posição de trabalho?: Um projeto... Ver mais detalhes Tenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Outros (Outras APIs)Funções necessárias: Desenvolvedor colapsar",R$ 500 - 1.400
Desenvolvimento de Plugins para minecraft,"Criação de pl
Criação de plugin para minecraft para meu servidor de minecraft, E preciso que crie uns plugins para meu servidor avançar.Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Bug ou alteração pequenaIsso é um projeto ou uma posição de trabalho?: Um projeto... Ver mais detalhes Tenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Payment Processor (Paypal, Stripe, etc)Funções necessárias: Desenvolvedor colapsar",R$ 500 - 1.400
Teleorientação,"Plataforma de teleatendimento para meus pacientes em minha clínica. Para facilitar a atendimento de pacientes por aplicativo de pelo sistema Web .Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um... Ver mais detalhes  projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Mídias sociais (Facebook, Twitter, etc), Payment Processor (Paypal, Stripe, etc)Funções necessárias: Designer, Desenvolvedor colapsar",R$ 1.400 - 2.700
Portal de Cotação de combustível de postos e avaliações,"Preciso desenvolver um portal, como se fosse um ""mapa"" de postos de combustível no brasil, onde o usuário consiga encontrar o mais próximo por distancia ou por algumas considerações em pesquisas, como por exemplo, o mais próximo que tenha loja conveniência, e assim por diante. E também o usuário do... Ver mais detalhes  app, poder avaliar os postos, atendimento, limpeza, entre outros.Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Criar um novo site personalizadoIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Mídias sociais (Facebook, Twitter, etc), Payment Processor (Paypal, Stripe, etc)Funções necessárias: Desenvolvedor, Designer, Gerente de projetos, Analista de negócios colapsar",R$ 2.700 - 5.000
Configurar tema e realizar algumas alterações,"Busco profissional para instalar tema adquirido, o mesmo é um tema em html, o site sera uma validação para startup, um mvp funcional, dai precisava realizar alguns ajustes de funções, nada complexo, apenas mudar nomes de menus e funções, mas o funcionamento permanece o mesmo.
Tema completo... Ver mais detalhes  adquirido com licença na envato.
Gostaria de poder administrar o site posteriormente, dai queria transformar o site em wordpress ou alguma plataforma ""tipo wix""onde eu mesmo possa fazer ajustes e atualizações. 
Na questao hospedagem, gostaria de instalar o site em alguma plataforma que traga creditos inicias para startup, como o Google cloud, amazon aws ou microsoft azzure.
mais detalhes em privadoCategoria: TI e ProgramaçãoSubcategoria: Programação colapsar",R$ 270 - 500
Configuração Loja Shopifyo,"Preciso de alguém que transforme uma loja shopify , configurando dominios
banner , produtos deixando tudo pronto na plataforma shopifyCategoria: TI e ProgramaçãoSubcategoria: Lojas Virtuais (e-commerce)Qual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um... Ver mais detalhes  projetoTenho, atualmente: Eu tenho o designDisponibilidade requerida: Conforme necessárioIntegrações de API: Mídias sociais (Facebook, Twitter, etc)Funções necessárias: Desenvolvedor, OutroOutras funções necessárias: Montar loja shopify colapsar",R$ 1.400 - 2.700
Desenvolver um projeto de: Página de vendas de e-book produzido por...,"Necessito de um projeto que tenha a página de vendas do e-book de emagrecimento, contenha upsell produto de afiliado com cookie para não retornar mais a página anterior com condição única, e downsell também com cookie ou  algum método dela não poder mais retornar a página por outro modo. Se... Ver mais detalhes  possível conciliar a página de checkout.Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioFunções necessárias: Desenvolvedor, Fazer o design de uma landing page, Designer colapsar",R$ 1.400 - 2.700
Aplicativo Web Ios e Android,"Preciso publicar meu site em um aplicativo android e ios, nele temos uma sala de mensagens que se possivel sempre que uma nova mensagens for postada, enviar um som e uma notificação pushCategoria: TI e ProgramaçãoSubcategoria: Programação de Apps para Android, iOS e outrosQual é o alcance do... Ver mais detalhes  projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho o designDisponibilidade requerida: Conforme necessárioPlataformas exigidas: Android, iPhoneEu preciso: Criar um appTipo de aplicativo: Utilidade - Aplicativo para utilidade (flash,calculadora,etc)Precisa de back-end: NãoGateway de pagamento: Não colapsar",R$ 2.700 - 5.000
Instalação do Mautic utilizando a digital ocean e agiuscloud,"Estou com dificuldade para instalar o Mautic . Estou utilizando a Digital Ocean e a Agius Cloud. 
Preciso realizar a instalação e a integração do email marketing no meu blog. Preciso de alguem com os conhecimentos necessários para me entregar tudo funcionando .Categoria: TI e Programação... Ver mais detalhes Subcategoria: Web DesignQual é o alcance do projeto?: Pequena atualização de um design existenteIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Não se aplicaDisponibilidade requerida: Conforme necessárioIntegrações de API: Cloud Storage (Dropbox, Google Drive, etc), Outros (Outras APIs)Necesidad específica: OutroOutro webdesign: Estou com dificuldade para instalar o Mautic . Estou utilizando a Digital Ocean e a Agius Cloud. Preciso realizar a instalação e a integração do e-mail marketing no meu blog. Preciso de alguém com os conhecimentos necessários para me entregar tudo funcionando . colapsar",R$ 500 - 1.400
Standard Mobile Ecommerce App (android and Ios),"1.When app is opened, user is given a choice to choose from:
- high-end consumption (for restaurant supply)
- household consumption
2. User then selects which items to choose from
- can input number of kilos
3. Upon checkout:
- address for delivery
4.
Payment method (Paypal or COD for now)
5.... Ver mais detalhes  Admin must be able to pinpoint the specific address via maps (can be integrated with google maps) 
Must be customizable.. There has to be a way for admin to upload / update items prices, etc even company logos.Categoria: TI e ProgramaçãoSubcategoria: Programação de Apps para Android, iOS e outrosQual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessárioPlataformas exigidas: Android, iPhoneEu preciso: Eu preciso modificar um app existenteTipo de aplicativo: Loja onlinePrecisa de back-end: SimGateway de pagamento: Sim colapsar",R$ 1.400 - 2.700
Salão de Beleza(Barbearia),"Sistema pra web com agendamentos online , controle de estoque, financeiro com emissão de comandas de serviços ou produtos. Alem da barbearia funciona um pub-conveniencias dentro dos salões vendas de produtos (cervejas, ref, sucos, aguas etc. enquanto o cliente aguarda suvez)aCategoria: TI e ProgramaçãoSubcategoria: Programação",R$ 500 - 1.400
Desenvolvimento De Sites,"Guia comercial  que faca com que usuarios tanto da minha cidade quanto de outras encontrem o site pelos segmentos pelo nome da empresa que a pessoa consiga link direto do site o whatsapp e pro cliente chegue como se tivesse vindo pelo site da empresa que de tambem pro cliente enviar videos... Ver mais detalhes  tenha formulario de email redes sociais mapeamento buscador encontre as empresas com ramos de aitvidades tenha fotos no inicio do site possa rodar video de entrada seja responsivoCategoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Mídias sociais (Facebook, Twitter, etc), Outros (Outras APIs), Payment Processor (Paypal, Stripe, etc), Cloud Storage (Dropbox, Google Drive, etc)Funções necessárias: Desenvolvedor, Fazer o design de uma landing page, Analista de negócios, Designer, Gerente de projetos, Outro colapsar",R$ 1.400 - 2.700
Software de gestão imobiliária,"Tenho a necessidade de desenvolver um sistema WEB que me permita a gestão de imóveis pessoais dos quais cedo para locação. 
A intenção é criar um sistema de forma modularizada que me permita a utilização desde a primeira entrega a ser realizada pelo desenvolvedor. 
Inicialmente o sistema deve... Ver mais detalhes  conter os módulos:
Controle de acesso ao sistema com permissionamento e grupos de usuários;
Gestão de pessoas;
Gestão de unidades;
Gestão de contratos;
Registro de movimentações, receitas e despesas;
Serviço de notificações, preterivelmente whatsapp. 
Estes são os módulos desejados inicialmente, podendo evoluir conforme andamento do projeto.
Segue o link para documentação básica do projeto: https://bit.ly/3eLcw1MCategoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Payment Processor (Paypal, Stripe, etc), Outros (Outras APIs)Funções necessárias: Designer, Desenvolvedor colapsar",R$ 2.700 - 5.000
Criação de um sistema de consulta medica online,"Um sistema completo com autenticação de usuarios ,onde temos duas interface, uma para medico  e outra para paciente , onde pela plataforma é efetuado uma consulta medica com live streaming entre medico/paciente. 
Ao finalizar o atendimento o sistema deve ter salvo os dados digitados ... Ver mais detalhes  durante o atendimento tais como o video do stream gravado e a prescrição ou atestado  caso hava. 
Obs(Ultilizar PHP LARAVEL)Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessárioFunções necessárias: Desenvolvedor colapsar",R$ 2.700 - 5.000
Instalação de \loja virtual com template adquirido do desenvolvedor,"Preciso de um profissional em opencart para fazer uma instalação de uma loja virtual com um template que comprei do desenvolvedor pelo themeforest. Preciso que ela tenha alguns modulos que tambem ja adquiri  como de consulta frete, frete pelos correios, rastreio, parcelamento e que esteja ja... Ver mais detalhes  em portugues os modulos para pagamento possuo o modulo do pagseguro mas quero tb o modulo do mercado pago e se o profissional tb tiver outro posso analisar,Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Bug ou alteração pequenaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho o designDisponibilidade requerida: Conforme necessárioFunções necessárias: OutroOutras funções necessárias: Profissional com conehcimento na plataforma opencart colapsar",R$ 500 - 1.400
Desenvolvedor Ios com experiência em Firebase,"Migração de sistema de chat (troca de conversas estilo whatsapp) em app iOS 
Migração já iniciou. Precisa completar algumas funcionalidades como push e webhookCategoria: TI e ProgramaçãoSubcategoria: Programação de Apps para Android, iOS e outrosQual é o alcance do projeto?: Alteração médiaIsso é... Ver mais detalhes  um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessárioPlataformas exigidas: iPhone, iPadEu preciso: Eu preciso modificar um app existenteTipo de aplicativo: Mídias sociaisPrecisa de back-end: SimGateway de pagamento: Não colapsar",R$ 2.700 - 5.000
Preciso criar um app igual a Olx porem regional,"Preciso criar um app igual OLX porém regional para uma cidade pequena especifica... Seria uma especia de app de compra e venda porém que abrange apenas a cidade especifica que iriei informar no decorrer do projeto..Categoria: TI e ProgramaçãoSubcategoria: Programação de Apps para Android, iOS e... Ver mais detalhes  outrosQual é o alcance do projeto?: Criar um novo aplicativoIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioPlataformas exigidas: AndroidEu preciso: Criar um appTipo de aplicativo: OutroApps similares: OutroPrecisa de back-end: NãoGateway de pagamento: Sim colapsar",R$ 5.000 - 16.000
Player Jwplayer do google drive,"Ola boa noite, eu preciso de um script que funcione +- assim, o google drive armazena videos, e ele disponibiliza esses videos para eu poder postar ele por exemplo, so que ele da um numero X de visualizaçoes que os usuarios podem ver ele no dia, por exemplo 100 vezes, 100 vezes que um usuario der... Ver mais detalhes  play nesse video, o video vai ser bloqueado por 24 hrs, o que eu preciso e de um script que eu pegue esse link do google drive, seja codificado de alguma forma (e disso que eu preciso), e que gere um player com outra cara, um player HTML 5 comum mesmo talvez, ou jWPLAYER, que rode esse link quantas vezes eu precisar, que n bloqueie, e que n seja proxy, pra n consumir toda minha banda de hospedagem, ja vi muitos sites fazendo isso, mas n sei como, por isso estou procurando alguem que faça, detalhe importante, isso pra varios links do google drive, n somente 1, tipo criar um pagina php que eu cole la o link do google drive, e la embaixo ele me de o ""novo codigo"", por exemplo com a url inicial do meu site ou qualquer coisa rs, acho que expliquei bem, aguardo rs.Categoria: TI e ProgramaçãoSubcategoria: OutrosTamanho do projeto: PequeñoIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Cloud Storage (Dropbox, Google Drive, etc) colapsar",R$ 270 - 500
Preciso de alguem para terminar o trabalho de um site em wordpress ...,"Preciso de alguém para terminar o site que ficou incompleto. 
Tenho todas as alterações que precisam ser feita, tema instalado, copywriter já escrito, fotos, e etc.Éé Só a estrutura que realmente não estou me saindo bem. 
O site https://forca.sotestando.com.br/ 
quem se interessar posso passar... Ver mais detalhes  tudo detalhado que deve ser feito.Categoria: TI e ProgramaçãoSubcategoria: WordpressQual é o alcance do projeto?: Desenvolvimento personalizadoIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessário colapsar",R$ 500 - 1.400
Projeto 60%,"Preciso personalizar meu site, deixar com um aspecto melhor e que de ideias tambem para agregar config e animação, sos. help desk, hshajsihsjs sjjsjsjsssksks jsjsjsCategoria: TI e ProgramaçãoSubcategoria: Programação",R$ 270 - 500
